geometry,amenity
POINT (-87.6304239 41.9268647),restaurant
POINT (-87.6649701 41.9367992),bar
POINT (-87.6482992 41.9249461),restaurant
POINT (-87.7196926 41.9243426),restaurant
POINT (-87.6332456 41.8797274),bar
POINT (-87.625116 41.8960253),bar
POINT (-87.6295523 41.9037631),bar
POINT (-87.6697345 41.9545162),bar
POINT (-87.6798155 41.917591),bar
POINT (-87.6548491 41.8957112),bar
POINT (-87.7008542 41.925319),bar
POINT (-87.6299137 41.8795531),restaurant
POINT (-87.7073905 41.9175996),restaurant
POINT (-87.6551533 41.973745),cafe
POINT (-87.7985204 41.9525251),bar
POINT (-87.6706958 41.997511),bar
POINT (-87.6518726 41.8865111),restaurant
POINT (-87.6412501 41.9264349),bar
POINT (-87.7040906 41.9272203),bar
POINT (-87.6411862 41.9263594),restaurant
POINT (-87.6337461 41.9190822),cafe
POINT (-87.6250719 41.8960103),cafe
POINT (-87.6701961 41.9398934),bar
POINT (-87.6895168 41.9750479),cafe
POINT (-87.6555499 41.9734441),restaurant
POINT (-87.7094268 41.9685803),cafe
POINT (-87.6442012 41.9413636),restaurant
POINT (-87.6626373 41.9200991),bar
POINT (-87.6584926 41.9902099),restaurant
POINT (-87.6245316 41.8635201),bar
POINT (-87.640716 41.8206767),bar
POINT (-87.6806006 41.9429831),bar
POINT (-87.640161 41.8843022),bar
POINT (-87.6225213 41.8915854),restaurant
POINT (-87.6228461 41.8526576),bar
POINT (-87.6308132 41.8912931),bar
POINT (-87.6443063 41.9425564),bar
POINT (-87.6710728 41.9435749),bar
POINT (-87.7238346 41.8061796),bar
POINT (-87.6235586 41.8619185),bar
POINT (-87.6249713 41.8996885),cafe
POINT (-87.6640623 41.9150346),cafe
POINT (-87.7282348 41.7928966),bar
POINT (-87.6274949 41.8922498),cafe
POINT (-87.6645086 41.9220253),bar
POINT (-87.6440646 41.9349667),bar
POINT (-87.7085259 41.9248678),bar
POINT (-87.6715408 41.9067711),bar
POINT (-87.6672066 41.7296629),bar
POINT (-87.6335041 41.8938121),restaurant
POINT (-87.6486439 41.9139765),restaurant
POINT (-87.703826 41.9542149),bar
POINT (-87.7724635 41.8803981),bar
POINT (-87.6423413 41.8851233),restaurant
POINT (-87.6758223 41.9616401),bar
POINT (-87.6492047 41.9428287),restaurant
POINT (-87.6526641 41.852777),cafe
POINT (-87.6847639 41.8122153),bar
POINT (-87.6617454 42.0089187),cafe
POINT (-87.6803151 41.9615448),restaurant
POINT (-87.6692665 41.8574736),cafe
POINT (-87.6496538 41.9431839),cafe
POINT (-87.7663036 41.9838078),cafe
POINT (-87.6820343 41.9136888),restaurant
POINT (-87.632402 41.8499366),restaurant
POINT (-87.6472729 41.8582313),restaurant
POINT (-87.6251129 41.8959948),bar
POINT (-87.6713468 41.9034627),bar
POINT (-87.6509912 41.8370414),restaurant
POINT (-87.629156 41.90453),bar
POINT (-87.6331058 41.8918633),restaurant
POINT (-87.6663449 42.0087285),bar
POINT (-87.6703096 41.8728124),cafe
POINT (-87.8169747 42.0023614),cafe
POINT (-87.634225 41.909856),bar
POINT (-87.6637602 42.0141796),bar
POINT (-87.6507781 41.9397696),cafe
POINT (-87.6643657 41.9363406),bar
POINT (-87.6213901 41.8661313),cafe
POINT (-87.619776 41.8954561),cafe
POINT (-87.7107426 41.9829345),cafe
POINT (-87.6616449 41.6949991),cafe
POINT (-87.6410423 41.8841677),restaurant
POINT (-87.8065294 41.9404538),restaurant
POINT (-87.6257187 41.8965007),cafe
POINT (-87.6278706 41.8992785),cafe
POINT (-87.6348376 41.8897503),cafe
POINT (-87.6277833 41.8950583),cafe
POINT (-87.6330171 41.8973534),cafe
POINT (-87.6470188 41.9472229),bar
POINT (-87.6521126 41.9101115),bar
POINT (-87.5507973 41.720427),bar
POINT (-87.6339444 41.8383635),cafe
POINT (-87.6338755 41.8540741),restaurant
POINT (-87.6778008 41.9161269),restaurant
POINT (-87.6552373 41.9297118),restaurant
POINT (-87.70953 41.9686131),restaurant
POINT (-87.691556 41.8955355),restaurant
POINT (-87.6268823 41.8661492),restaurant
POINT (-87.6344749 41.9100715),restaurant
POINT (-87.6679841 41.9803189),cafe
POINT (-87.6731807 41.9073729),cafe
POINT (-87.6808451 41.9028804),cafe
POINT (-87.7620855 41.7815296),cafe
POINT (-87.6965099 41.9173465),cafe
POINT (-87.6693021 41.9530005),bar
POINT (-87.677052 41.8903498),restaurant
POINT (-87.7168267 41.9345972),cafe
POINT (-87.665271 41.9218751),bar
POINT (-87.6361223 41.8993026),restaurant
POINT (-87.666976 41.8991184),restaurant
POINT (-87.648564 41.9143668),restaurant
POINT (-87.6466173 41.9082297),restaurant
POINT (-87.6759528 41.9467449),bar
POINT (-87.6815872 41.9585383),restaurant
POINT (-87.624475 41.872091),bar
POINT (-87.6478311 41.9094212),restaurant
POINT (-87.6703957 41.9056671),restaurant
POINT (-87.6681528 41.9786038),cafe
POINT (-87.6603361 41.9399793),restaurant
POINT (-87.6328364 41.8543478),cafe
POINT (-87.7213646 41.9243634),restaurant
POINT (-87.6606842 41.9919506),cafe
POINT (-87.6760984 41.8546674),cafe
POINT (-87.6278992 41.8927832),cafe
POINT (-87.706066 41.9277512),restaurant
POINT (-87.678518 41.9648422),cafe
POINT (-87.6639632 41.8963535),restaurant
POINT (-87.8161563 41.9449214),cafe
POINT (-87.689108 41.9644999),cafe
POINT (-87.6222512 41.8977805),cafe
POINT (-87.6284873 41.903348),cafe
POINT (-87.6507923 41.9183019),cafe
POINT (-87.6456834 41.9340452),restaurant
POINT (-87.7291106 41.8440501),bar
POINT (-87.7212799 41.9101643),bar
POINT (-87.7201485 41.9429394),restaurant
POINT (-87.6274933 41.8997676),cafe
POINT (-87.6510363 41.8735997),cafe
POINT (-87.6320105 41.8551965),restaurant
POINT (-87.7105082 41.9479734),restaurant
POINT (-87.6527732 41.8693073),bar
POINT (-87.6321516 41.8506027),restaurant
POINT (-87.6387853 41.8775721),bar
POINT (-87.7054052 41.9541577),bar
POINT (-87.6939674 41.9687446),bar
POINT (-87.7071164 41.9300695),restaurant
POINT (-87.6678216 41.8962815),bar
POINT (-87.7170967 41.778995),cafe
POINT (-87.6743989 41.8711143),restaurant
POINT (-87.6288738 41.9025995),restaurant
POINT (-87.6515281 41.9619286),restaurant
POINT (-87.6442135 41.9396984),bar
POINT (-87.6260778 41.868272),restaurant
POINT (-87.7179881 41.9539575),cafe
POINT (-87.69751 41.935612),bar
POINT (-87.6690501 41.9833736),restaurant
POINT (-87.6275837 41.9017819),restaurant
POINT (-87.6280668 41.8978761),restaurant
POINT (-87.6259758 41.8613629),bar
POINT (-87.6692843 41.9523232),restaurant
POINT (-87.7083729 41.8083393),bar
POINT (-87.6744035 41.9545774),bar
POINT (-87.6404179 41.8823099),bar
POINT (-87.6446069 41.9382059),cafe
POINT (-87.6521692 41.9420205),restaurant
POINT (-87.6911398 41.9308446),bar
POINT (-87.6338104 41.891884),bar
POINT (-87.6389496 41.9145918),bar
POINT (-87.6276208 41.8997256),restaurant
POINT (-87.6950014 41.8275902),bar
POINT (-87.6238191 41.8960054),restaurant
POINT (-87.6678565 41.9025114),restaurant
POINT (-87.6214579 41.897401),restaurant
POINT (-87.6245567 41.8733618),cafe
POINT (-87.6781294 41.8514785),bar
POINT (-87.6226204 41.8998248),bar
POINT (-87.7662371 41.9397485),cafe
POINT (-87.806009 41.9811358),cafe
POINT (-87.6465042 41.9330575),bar
POINT (-87.6667289 41.9659387),bar
POINT (-87.6733569 41.9491041),cafe
POINT (-87.63369 41.8538972),restaurant
POINT (-87.6684429 41.9797374),bar
POINT (-87.7628638 41.9705803),bar
POINT (-87.9060544 41.9768288),restaurant
POINT (-87.6737745 41.9162275),bar
POINT (-87.6246308 41.8922985),bar
POINT (-87.6346426 41.8537554),cafe
POINT (-87.6222477 41.8994775),bar
POINT (-87.6203557 41.8539444),restaurant
POINT (-87.6218289 41.8962604),cafe
POINT (-87.6311033 41.8767738),bar
POINT (-87.6258732 41.8500114),cafe
POINT (-87.6642858 41.9467598),restaurant
POINT (-87.7138068 41.9670433),restaurant
POINT (-87.6767479 41.8988016),restaurant
POINT (-87.6300744 41.8934847),restaurant
POINT (-87.624171 41.887808),bar
POINT (-87.7475295 41.9517836),bar
POINT (-87.6427142 41.8985537),restaurant
POINT (-87.699953 42.012204),bar
POINT (-87.6216288 41.8936646),restaurant
POINT (-87.7366287 41.9537514),bar
POINT (-87.6429466 41.8778539),cafe
POINT (-87.667929 41.9732654),bar
POINT (-87.6246273 41.873266),restaurant
POINT (-87.706427 41.9277163),restaurant
POINT (-87.5915431 41.7992767),bar
POINT (-87.6912237 41.9376325),bar
POINT (-87.6408035 41.9330704),restaurant
POINT (-87.6977086 41.9289091),restaurant
POINT (-87.6521992 41.9421793),restaurant
POINT (-87.6238217 41.8914045),restaurant
POINT (-87.7080881 41.8114791),bar
POINT (-87.668583 41.9762984),restaurant
POINT (-87.6459308 41.8353867),restaurant
POINT (-87.6261007 41.8860009),restaurant
POINT (-87.6491223 41.9398721),cafe
POINT (-87.63707 41.8998396),restaurant
POINT (-87.6372277 41.8789556),cafe
POINT (-87.6484698 41.8859058),restaurant
POINT (-87.6368112 41.9239642),restaurant
POINT (-87.679579 42.0193059),bar
POINT (-87.6441059 41.9371372),bar
POINT (-87.6948315 41.9682798),restaurant
POINT (-87.6516065 41.8793883),cafe
POINT (-87.646062 41.9335786),bar
POINT (-87.6824802 41.8881143),restaurant
POINT (-87.6539367 41.9474494),bar
POINT (-87.6234171 41.9004321),bar
POINT (-87.6331098 41.8918453),bar
POINT (-87.6845512 41.8955065),bar
POINT (-87.739553 41.7786634),bar
POINT (-87.6773223 41.9526882),restaurant
POINT (-87.6927109 41.9356903),restaurant
POINT (-87.6663711 41.9622252),bar
POINT (-87.6464132 41.9329303),restaurant
POINT (-87.6309773 41.8789194),restaurant
POINT (-87.689323 41.9033048),restaurant
POINT (-87.7782689 41.9454243),cafe
POINT (-87.6615548 42.0089538),cafe
POINT (-87.6561749 41.9734458),restaurant
POINT (-87.6592494 41.9655042),bar
POINT (-87.6457972 41.9235791),cafe
POINT (-87.655028 41.9457261),bar
POINT (-87.701334 41.9871996),cafe
POINT (-87.6244354 41.8707798),restaurant
POINT (-87.6767531 41.9103715),bar
POINT (-87.6485799 41.9269656),restaurant
POINT (-87.6349778 41.914237),restaurant
POINT (-87.7081576 41.9669895),restaurant
POINT (-87.6259401 41.8913346),cafe
POINT (-87.6375066 41.929797),restaurant
POINT (-87.732191 41.9624699),bar
POINT (-87.6814266 41.9544889),bar
POINT (-87.5372825 41.7025725),bar
POINT (-87.6877538 41.9189197),bar
POINT (-87.678559 41.9612918),bar
POINT (-87.7058769 41.96825),bar
POINT (-87.6202992 41.7941908),bar
POINT (-87.6554785 41.8913263),restaurant
POINT (-87.6769007 41.8991171),bar
POINT (-87.8204577 41.9455358),bar
POINT (-87.653336 41.9293006),bar
POINT (-87.73934 41.960549),bar
POINT (-87.634332 41.9069115),bar
POINT (-87.6536581 41.9106),restaurant
POINT (-87.6944679 41.9683705),cafe
POINT (-87.7143237 41.8956915),cafe
POINT (-87.6621632 41.8959969),restaurant
POINT (-87.6444527 41.9329516),restaurant
POINT (-87.6872189 41.9668411),cafe
POINT (-87.7109787 41.9829149),cafe
POINT (-87.7940371 41.93836),bar
POINT (-87.6489419 41.9177881),restaurant
POINT (-87.7274109 41.9571862),bar
POINT (-87.9069785 41.9777154),cafe
POINT (-87.6878523 41.9231722),restaurant
POINT (-87.720486 41.9249315),cafe
POINT (-87.6902284 41.902745),restaurant
POINT (-87.6885151 41.9683192),restaurant
POINT (-87.6302929 41.9034592),restaurant
POINT (-87.7459731 41.9604534),bar
POINT (-87.6201462 41.8893709),cafe
POINT (-87.6412205 41.9318129),bar
POINT (-87.6641828 41.9454037),bar
POINT (-87.6876461 41.9160456),restaurant
POINT (-87.635011 41.8533254),restaurant
POINT (-87.6216548 41.8874524),restaurant
POINT (-87.6156667 41.8938743),bar
POINT (-87.6995198 41.9245086),restaurant
POINT (-87.6619234 41.8818343),bar
POINT (-87.5955645 41.7880323),bar
POINT (-87.7569774 41.9631548),bar
POINT (-87.6524638 41.9179312),restaurant
POINT (-87.6410371 41.8841594),cafe
POINT (-87.7776143 41.9805375),bar
POINT (-87.6691269 41.9207648),cafe
POINT (-87.6637863 41.836117),cafe
POINT (-87.6165971 41.890665),bar
POINT (-87.6344 41.9102129),restaurant
POINT (-87.6204197 41.8539177),bar
POINT (-87.7635479 41.7782348),cafe
POINT (-87.6465338 41.9081791),restaurant
POINT (-87.6731403 41.9029916),restaurant
POINT (-87.6866485 41.8805912),restaurant
POINT (-87.6443966 41.942959),restaurant
POINT (-87.6249602 41.8996259),cafe
POINT (-87.63174 41.8526331),bar
POINT (-87.6749048 41.9691792),bar
POINT (-87.6447076 41.9373423),bar
POINT (-87.625477 41.8971549),restaurant
POINT (-87.6315862 41.9117279),cafe
POINT (-87.6335258 41.8764187),bar
POINT (-87.7370226 41.756222),cafe
POINT (-87.7071662 41.9300975),bar
POINT (-87.6283762 41.8839109),bar
POINT (-87.6215813 41.8873394),cafe
POINT (-87.6190605 41.8851747),restaurant
POINT (-87.6858835 41.94284),restaurant
POINT (-87.6217796 41.8936676),restaurant
POINT (-87.628412 41.8943435),bar
POINT (-87.6344468 41.9080551),restaurant
POINT (-87.6234555 41.9003921),bar
POINT (-87.6627816 41.9352165),restaurant
POINT (-87.6260944 41.8922579),cafe
POINT (-87.6291674 41.8829799),cafe
POINT (-87.6235965 41.9001623),cafe
POINT (-87.7937307 41.7923738),bar
POINT (-87.9068993 41.9791448),cafe
POINT (-87.6271271 41.9002449),restaurant
POINT (-87.641015 41.8842238),cafe
POINT (-87.9057249 41.9811285),bar
POINT (-87.9068821 41.9780217),bar
POINT (-87.6192115 41.802335),restaurant
POINT (-87.6196353 41.8019361),restaurant
POINT (-87.6537471 41.9110998),cafe
POINT (-87.7432557 41.7849903),cafe
POINT (-87.7423605 41.7857298),restaurant
POINT (-87.6742462 41.9107219),restaurant
POINT (-87.6193007 41.8898716),restaurant
POINT (-87.91066 41.9775211),restaurant
POINT (-87.9105199 41.9781649),bar
POINT (-87.9104659 41.9788899),bar
POINT (-87.9102708 41.9791338),restaurant
POINT (-87.9103029 41.9792371),bar
POINT (-87.9100683 41.979844),restaurant
POINT (-87.9064025 41.9785351),cafe
POINT (-87.9072224 41.9770824),bar
POINT (-87.9072518 41.9774594),restaurant
POINT (-87.9070726 41.9782903),restaurant
POINT (-87.9033576 41.9770563),restaurant
POINT (-87.9035795 41.9772987),bar
POINT (-87.9038843 41.9773772),restaurant
POINT (-87.9046564 41.9777433),restaurant
POINT (-87.901308 41.9765982),cafe
POINT (-87.9008348 41.9767495),bar
POINT (-87.6667839 41.889422),bar
POINT (-87.6283588 41.8885263),restaurant
POINT (-87.6292878 41.8894461),restaurant
POINT (-87.6289557 41.8899091),bar
POINT (-87.6648107 41.8963061),restaurant
POINT (-87.6387433 41.8949375),restaurant
POINT (-87.627138 41.8978759),restaurant
POINT (-87.6579875 41.8578137),restaurant
POINT (-87.6557236 41.9691898),restaurant
POINT (-87.6604192 41.9882606),restaurant
POINT (-87.6924826 41.9745374),restaurant
POINT (-87.5663513 41.7656262),cafe
POINT (-87.6488691 41.8859191),restaurant
POINT (-87.7047558 41.9279706),restaurant
POINT (-87.6306345 41.8879357),restaurant
POINT (-87.6488637 41.8858183),restaurant
POINT (-87.6488678 41.8858782),bar
POINT (-87.6486847 41.9175688),restaurant
POINT (-87.6229324 41.8919786),restaurant
POINT (-87.6315975 41.8808377),restaurant
POINT (-87.6364137 41.8986768),bar
POINT (-87.6709525 41.9031079),restaurant
POINT (-87.6462185 41.9340863),restaurant
POINT (-87.6744103 42.0097903),restaurant
POINT (-87.6739865 42.0099178),restaurant
POINT (-87.6744344 42.0097145),restaurant
POINT (-87.6739181 42.0096687),restaurant
POINT (-87.6611075 42.0028016),restaurant
POINT (-87.6611755 42.0047195),restaurant
POINT (-87.6603083 42.005704),restaurant
POINT (-87.6612312 42.0049265),restaurant
POINT (-87.6718007 42.002297),restaurant
POINT (-87.6611849 42.0049995),restaurant
POINT (-87.6669593 42.0193762),restaurant
POINT (-87.6720083 42.002762),restaurant
POINT (-87.6662899 42.0075405),restaurant
POINT (-87.6666558 42.008022),restaurant
POINT (-87.6740973 42.0104528),restaurant
POINT (-87.6607125 42.00575),restaurant
POINT (-87.674002 42.0103581),restaurant
POINT (-87.6749547 42.0123579),restaurant
POINT (-87.6251607 41.8878509),restaurant
POINT (-87.6283156 41.8863812),restaurant
POINT (-87.7676669 41.9679347),restaurant
POINT (-87.9061316 41.9749851),restaurant
POINT (-87.9066083 41.9753238),cafe
POINT (-87.9067719 41.9751543),restaurant
POINT (-87.6236228 41.8880131),
POINT (-87.6347845 41.9068335),restaurant
POINT (-87.6572958 41.9169513),restaurant
POINT (-87.6496761 41.8864807),restaurant
POINT (-87.5797496 41.7917629),cafe
POINT (-87.6495306 41.9262841),restaurant
POINT (-87.650008 41.9261095),restaurant
POINT (-87.7155809 41.9248691),restaurant
POINT (-87.6828793 41.9102472),restaurant
POINT (-87.6279417 41.8936481),restaurant
POINT (-87.6313319 41.8894313),restaurant
POINT (-87.6468806 41.8854996),restaurant
POINT (-87.6945076 41.7935104),restaurant
POINT (-87.721248 41.7392952),restaurant
POINT (-87.6224525 41.8919449),restaurant
POINT (-87.6184597 41.8925119),restaurant
POINT (-87.5267822 41.7025677),bar
POINT (-87.5346322 41.7025836),restaurant
POINT (-87.5343204 41.7025638),restaurant
POINT (-87.5351153 41.7023464),restaurant
POINT (-87.7518248 41.8802219),restaurant
POINT (-87.5506243 41.7302531),restaurant
POINT (-87.6231471 41.8094283),cafe
POINT (-87.5950635 41.7515441),restaurant
POINT (-87.6839294 41.8688719),restaurant
POINT (-87.7048257 41.9319096),restaurant
POINT (-87.5983113 41.7912563),cafe
POINT (-87.59919 41.7948629),cafe
POINT (-87.6068669 41.8912599),restaurant
POINT (-87.6005376 41.8918326),bar
POINT (-87.6274177 41.8560708),restaurant
POINT (-87.6305533 41.8798334),restaurant
POINT (-87.6332164 41.8766375),restaurant
POINT (-87.6730635 42.0093864),restaurant
POINT (-87.630485 41.879591),restaurant
POINT (-87.6342261 41.8866999),restaurant
POINT (-87.6274973 41.8839064),restaurant
POINT (-87.6245973 41.8772854),restaurant
POINT (-87.6302003 41.8797787),restaurant
POINT (-87.6324113 41.8545987),restaurant
POINT (-87.634181 41.8536791),cafe
POINT (-87.6550537 41.9449518),restaurant
POINT (-87.6547636 41.9144195),restaurant
POINT (-87.6843652 41.9612706),restaurant
POINT (-87.631759 41.8487356),restaurant
POINT (-87.6320627 41.8486556),restaurant
POINT (-87.632058 41.8483799),restaurant
POINT (-87.6442732 41.9407147),restaurant
POINT (-87.6458274 41.9453023),restaurant
POINT (-87.6447197 41.9401879),restaurant
POINT (-87.705642 41.9442156),restaurant
POINT (-87.6349829 41.9113754),bar
POINT (-87.6518679 41.8865666),restaurant
POINT (-87.6251164 41.8974395),restaurant
POINT (-87.6304444 41.8879861),restaurant
POINT (-87.6471303 41.8846551),restaurant
POINT (-87.6768999 41.8727113),cafe
POINT (-87.6345573 41.8856017),cafe
POINT (-87.6989436 41.924633),cafe
POINT (-87.6676707 41.9018301),cafe
POINT (-87.661492 41.8692314),restaurant
POINT (-87.6281378 41.8806113),cafe
POINT (-87.5965105 41.7999965),restaurant
POINT (-87.5894227 41.8022989),restaurant
POINT (-87.6578698 41.9837878),cafe
POINT (-87.5939424 41.7913352),restaurant
POINT (-87.6310303 41.8683843),cafe
POINT (-87.6289544 41.8746639),cafe
POINT (-87.6698798 42.015884),restaurant
POINT (-87.6284956 41.8955117),restaurant
POINT (-87.7155352 41.9759097),restaurant
POINT (-87.7156049 41.9759117),restaurant
POINT (-87.6912821 41.9731321),restaurant
POINT (-87.6727821 41.8807947),bar
POINT (-87.6727311 41.8805191),restaurant
POINT (-87.6332347 41.8870476),restaurant
POINT (-87.6248277 41.8884945),restaurant
POINT (-87.7182877 41.8446001),bar
POINT (-87.6673233 41.7214119),cafe
POINT (-87.6049776 41.8912965),bar
POINT (-87.6344252 41.9241862),cafe
POINT (-87.6525505 41.8942118),bar
POINT (-87.6342484 41.9219136),cafe
POINT (-87.764759 41.9530157),cafe
POINT (-87.5598543 41.7025529),restaurant
POINT (-87.6582459 41.9835541),restaurant
POINT (-87.7522752 41.9586713),restaurant
POINT (-87.657278 41.9734118),restaurant
POINT (-87.6583822 41.9733817),restaurant
POINT (-87.6583183 41.97316),restaurant
POINT (-87.6574145 41.9731205),restaurant
POINT (-87.6573399 41.9731255),restaurant
POINT (-87.656703 41.9734189),restaurant
POINT (-87.6560137 41.9734795),restaurant
POINT (-87.6558058 41.9731565),restaurant
POINT (-87.6558768 41.9731624),restaurant
POINT (-87.6589471 41.973142),restaurant
POINT (-87.6592546 41.9731335),restaurant
POINT (-87.6575386 41.9736536),restaurant
POINT (-87.6571222 41.9731315),restaurant
POINT (-87.6590499 41.9733742),cafe
POINT (-87.6595486 41.9730322),restaurant
POINT (-87.6594706 41.9722461),restaurant
POINT (-87.6594867 41.9723827),restaurant
POINT (-87.6134104 41.8680881),cafe
POINT (-87.6430859 41.9506255),restaurant
POINT (-87.8296886 41.9851136),restaurant
POINT (-87.7288221 41.9534803),restaurant
POINT (-87.733934 41.989881),cafe
POINT (-87.6789453 41.9325286),cafe
POINT (-87.6149913 41.8520753),cafe
POINT (-87.6879726 41.9174218),cafe
POINT (-87.7095424 41.9302301),restaurant
POINT (-87.710997 41.9929366),cafe
POINT (-87.6816617 41.94332),restaurant
POINT (-87.6901749 41.9926179),cafe
POINT (-87.6641016 41.9435413),cafe
POINT (-87.6544873 41.9436911),restaurant
POINT (-87.60634 41.816976),bar
POINT (-87.7428534 41.7854343),bar
POINT (-87.6309715 41.8950707),restaurant
POINT (-87.6485576 41.8916216),restaurant
POINT (-87.6450601 41.932665),cafe
POINT (-87.6508026 41.8849345),restaurant
POINT (-87.6842043 41.961271),restaurant
POINT (-87.6610101 42.0016589),restaurant
POINT (-87.6361523 41.9648589),restaurant
POINT (-87.6327897 41.8864627),restaurant
POINT (-87.7925236 41.7923291),restaurant
POINT (-87.6442304 41.9393947),restaurant
POINT (-87.6484614 41.9219485),restaurant
POINT (-87.6472424 41.9329015),restaurant
POINT (-87.6718662 41.9034729),restaurant
POINT (-87.6652262 41.9035858),restaurant
POINT (-87.6636865 41.9213207),restaurant
POINT (-87.8051935 41.9127879),restaurant
POINT (-87.6568564 41.9648383),restaurant
POINT (-87.6494803 41.9526131),cafe
POINT (-87.6478775 41.8765154),restaurant
POINT (-87.778265 41.7779986),restaurant
POINT (-87.7203158 41.9243876),restaurant
POINT (-87.7860559 41.9289613),restaurant
POINT (-87.6623492 41.8695546),restaurant
POINT (-87.6624307 41.8695541),restaurant
POINT (-87.6626043 41.8695471),restaurant
POINT (-87.6634026 41.8691273),restaurant
POINT (-87.6636621 41.8691471),cafe
POINT (-87.6607411 41.8691709),restaurant
POINT (-87.6597341 41.8691547),restaurant
POINT (-87.6571853 41.881764),cafe
POINT (-87.6719856 41.8962003),restaurant
POINT (-87.6667787 41.8958747),restaurant
POINT (-87.6563533 42.0005755),cafe
POINT (-87.7426881 41.7995586),restaurant
POINT (-87.6464261 41.8316001),restaurant
POINT (-87.7153923 41.9338047),restaurant
POINT (-87.653849 41.746988),restaurant
POINT (-87.7111275 41.9248347),cafe
POINT (-87.7405504 41.7552364),restaurant
POINT (-87.6458736 41.9397669),restaurant
POINT (-87.622045 41.8978458),restaurant
POINT (-87.647038 41.9243849),cafe
POINT (-87.5923253 41.7996218),restaurant
POINT (-87.5921416 41.7996389),restaurant
POINT (-87.7667318 41.9387972),bar
POINT (-87.647747 41.886636),restaurant
POINT (-87.5922423 41.7993693),restaurant
POINT (-87.6471663 41.8809008),restaurant
POINT (-87.6667221 42.0080212),restaurant
POINT (-87.6331381 41.8817552),cafe
POINT (-87.6092029 41.891472),
POINT (-87.6358755 41.8963896),cafe
POINT (-87.6430833 41.7505307),restaurant
POINT (-87.6465222 41.9240249),restaurant
POINT (-87.7115703 41.9135277),cafe
POINT (-87.7135433 41.9680271),cafe
POINT (-87.6225255 41.8945462),restaurant
POINT (-87.653884 41.8950765),cafe
POINT (-87.6324764 41.851089),restaurant
POINT (-87.6321136 41.8508515),restaurant
POINT (-87.7687052 41.9774808),restaurant
POINT (-87.6440333 41.74202),cafe
POINT (-87.6273458 41.8723959),restaurant
POINT (-87.7068068 41.9277489),restaurant
POINT (-87.7321892 41.9533854),restaurant
POINT (-87.7125019 41.9535228),restaurant
POINT (-87.6197841 41.8879953),bar
POINT (-87.6246504 41.8672227),restaurant
POINT (-87.5896288 41.7916182),restaurant
POINT (-87.5988867 41.794331),cafe
POINT (-87.6204012 41.831399),cafe
POINT (-87.58925 41.799415),cafe
POINT (-87.5906372 41.7993706),cafe
POINT (-87.6268895 41.8535791),cafe
POINT (-87.6455656 41.768713),cafe
POINT (-87.6821141 41.713189),cafe
POINT (-87.6281838 41.8369729),cafe
POINT (-87.6243724 41.8645673),restaurant
POINT (-87.6225445 41.8532219),restaurant
POINT (-87.6779327 41.8960953),restaurant
POINT (-87.7117782 41.9831841),restaurant
POINT (-87.6267755 41.8819267),cafe
POINT (-87.6220905 41.8980985),restaurant
POINT (-87.6401915 41.8656121),restaurant
POINT (-87.7850371 41.7774406),restaurant
POINT (-87.760424 41.7961585),cafe
POINT (-87.6951443 41.7789558),restaurant
POINT (-87.6677898 41.7209514),cafe
POINT (-87.704304 41.8251443),restaurant
POINT (-87.6166414 41.7075557),restaurant
POINT (-87.7251367 41.8587472),restaurant
POINT (-87.6389983 41.8785403),cafe
POINT (-87.6879398 41.91015),cafe
POINT (-87.6589586 41.8916577),cafe
POINT (-87.6415975 41.9270877),restaurant
POINT (-87.6792432 41.9759088),cafe
POINT (-87.6589614 41.9655269),cafe
POINT (-87.6579515 41.9665374),restaurant
POINT (-87.6599523 41.8590328),restaurant
POINT (-87.6555977 41.8578693),restaurant
POINT (-87.6641355 41.854616),restaurant
POINT (-87.6627118 41.85629),restaurant
POINT (-87.6617245 41.8573222),restaurant
POINT (-87.6645496 41.8576922),restaurant
POINT (-87.6659355 41.8574841),restaurant
POINT (-87.6840067 41.894607),
POINT (-87.6918813 41.9974665),restaurant
POINT (-87.667943 41.971241),cafe
POINT (-87.6054264 41.7388775),restaurant
POINT (-87.6247973 41.8816449),restaurant
POINT (-87.6069248 41.8170758),restaurant
POINT (-87.6065093 41.8162363),restaurant
POINT (-87.7990085 41.992512),restaurant
POINT (-87.8002087 41.9928701),restaurant
POINT (-87.8021097 41.9940181),bar
POINT (-87.6153399 41.8909219),restaurant
POINT (-87.636405 41.8983071),restaurant
POINT (-87.6638989 41.9493996),restaurant
POINT (-87.7104886 41.9248523),restaurant
POINT (-87.6877544 41.9173034),bar
POINT (-87.7002945 41.9173238),bar
POINT (-87.6069291 41.8143543),restaurant
POINT (-87.6697412 41.9409408),restaurant
POINT (-87.6707553 41.9423999),restaurant
POINT (-87.6688163 41.9538921),restaurant
POINT (-87.6695863 41.9468489),cafe
POINT (-87.6714531 41.9434222),restaurant
POINT (-87.6212279 41.8911127),restaurant
POINT (-87.6451509 41.8019767),restaurant
POINT (-87.6264823 41.8918323),restaurant
POINT (-87.660479 41.9874761),restaurant
POINT (-87.6444921 41.9387668),restaurant
POINT (-87.6638709 41.9491408),restaurant
POINT (-87.6576651 41.9316473),restaurant
POINT (-87.6246671 41.8811739),restaurant
POINT (-87.6546653 41.9528023),bar
POINT (-87.6546894 41.9535987),restaurant
POINT (-87.6550918 41.9543423),restaurant
